aut_principal,pseudo,viaf,titulo,Lengua fuente,Lengua,ISBN,Ciudad de publicación,Ente editor,Año de publicación,Traductor/a,Observaciones
No hay datos,No hay datos,No hay datos,Romania en construcción : traducción de textos latinos de la alta Edad Media / [presentación y traducción] Virginia Orlando...[et al.].,lat,Latín,9974398169,Montevideo,Universidad de la República.  Facultad de Humanidades y Ciencias de la Educación.  Departamento de Filología Hispánica,2005,"Orlando, Virginia [et al.].",Es manual de estudio./ Se añadió dato traductor. Fuente: BN campo Valor.
"Romero, Rodrigo",No hay datos,No hay datos,Hana.,por,Portugués,997466392X,Montevideo|Brasilia,Bianchi Editores|Edições Pilar,2005,No hay datos,No hay datos
"Salas, Jo",No hay datos,http://viaf.org/viaf/79432046,Improvisando la vida real : historias personales en el Teatro Playback.,eng,Inglés,9974421284,Montevideo,Nordan Comunidad,2005,No hay datos,Se añadió lengua fuente (inglés).
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,Hamlet.,eng,Inglés,9974785464,Montevideo,Ediciones Cruz del Sur,2005,No hay datos,No hay datos
Sófocles,No hay datos,http://viaf.org/viaf/101760867,Antígona.,gre,Griego,9974790549,Montevideo,Ediciones Cruz del Sur,2005,No hay datos,No hay datos
Sófocles,No hay datos,http://viaf.org/viaf/101760867,Edipo rey.,gre,Griego,9974790557,Montevideo,Ediciones Cruz del Sur,2005,No hay datos,No hay datos
"Tolstoi, Lev Nikolaevich","Tolstoi, León",http://viaf.org/viaf/96987389,La muerte de Iván Ilich.,rus,Ruso,9974790514,Montevideo,Ediciones Cruz del Sur,2005,No hay datos,No hay datos
"Wells, Herbert George",No hay datos,http://viaf.org/viaf/97006424,El sueño de Armagedón y otros cuentos / H.G Wells ; prólogo de Heber Raviolo.,eng,Inglés,9974103770,Montevideo,Ediciones de Banda Oriental,2005,No hay datos,No hay datos
"Einstein, Albert",No hay datos,http://viaf.org/viaf/75121530,Mi visión del mundo,ger,Alemán,641020,Montevideo,Consejo de Educación Técnico Profesional,2005,No hay datos,No hay datos
"Connelly, Michael",No hay datos,http://viaf.org/viaf/19745715,La rubia de hormigón,eng,Inglés,8496546209,Montevideo,Zeta,2005,"Guerrero, Javier",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Orwell, George",No hay datos,http://viaf.org/viaf/95155403,1984,eng,Inglés,9974774217,Montevideo,Buró,2005,No hay datos,No hay datos
"Assis, Joaquim Maria Machado de",No hay datos,http://viaf.org/viaf/95151633,"Diez historias cortas / selección, traducción, prólogo y notas de Pablo Rocca.",por,Portugués,9974104173,Montevideo,Ediciones de Banda Oriental,2006,"Rocca, Pablo ",Es antología./ Se añadió dato traductor. Fuente: BN campo Título.
"Baudelaire, Charles",No hay datos,http://viaf.org/viaf/17218730,Las flores del mal / prólogo y notas Leonardo Garet.,fre,Francés,9974774454,Montevideo,Ediciones Cruz del Sur,2006,No hay datos,No hay datos
"Colette, Sidonie Gabrielle",No hay datos,http://viaf.org/viaf/68937443,La gata : novela / traducción y prólogo de Roger Mirza.,fre,Francés,9974104258,Montevideo,Ediciones de Banda Oriental,2006,"Mirza, Roger",Se añadió dato traductor. Fuente: BN campo Título.
"Donne, John",No hay datos,http://viaf.org/viaf/73852666,Elegías completas y testamento de John Donne / traducción Sarandí Cabrera.,eng,Inglés,9974570972,Montevideo,Vintén Editor,2006,"Cabrera, Sarandy",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Henry, O.","Porter, William Sydney",http://viaf.org/viaf/46770914,Un cosmopolita en el café y otros cuentos / prólogo de Milton Fornaro.,eng,Inglés,9974104149,Montevideo,Ediciones de Banda Oriental,2006,No hay datos,No hay datos
"Orwell, George",No hay datos,http://viaf.org/viaf/95155403,Homenaje a Cataluña.,eng,Inglés,9974774373,Montevideo,Capibara,2006,"Rosenblat, Noemí",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Ribeiro, Tirzah",No hay datos,http://viaf.org/viaf/70314442,Más allá del azul.,por,Portugués,9974663881,Montevideo|Brasilia,"Bianchi Editores, Edições Pilar",2006,No hay datos,Es edición binacional.
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,Sueño de una noche de verano / prólogo y glosario Leonardo Garet.,eng,Inglés,9974774497,Montevideo,Ediciones Cruz del Sur,2006,No hay datos,No hay datos
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,Macbeth / prólogo Gabriela Kaplan y Laura Flores ; notas Laura Flores.,eng,Inglés,9974760275,Montevideo,Ediciones del Pizarrón,2006,No hay datos,No hay datos
"Tolstoï, Sacha",No hay datos,http://viaf.org/viaf/165931059,Concupiscencia : una historia de sombrero = Concupiscence : une histoire de chapeau.,fre,Francés,9974559766,Montevideo,Linardi y Risso,2006,"Errea, Martha",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Fabre, Dominique",No hay datos,http://viaf.org/viaf/29640414,La mesera era nueva,fre,Francés,997432422X,Montevideo,Trilce,2006,"Masello, Laura",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Ramos, Graciliano",No hay datos,http://viaf.org/viaf/66485924,Sao Bernardo : novela / Graciliano Ramos ; prólogo Wander Melo Miranda ; traducción Román García revisada por Heber Raviolo.,por,Portugués,9789974104853,Montevideo,Ediciones de Banda Oriental,2007,"García Arrospide, Román",Se añadió dato traductor. Fuente: BN campo hay_traductor. Se menciona traducción revisada por Heber Raviolo.
"Amaral, Nilza",No hay datos,http://viaf.org/viaf/55725067,El florista.,por,Portugués,9789974804746,Montevideo,aBrace,2007,No hay datos,No hay datos
No hay datos,No hay datos,No hay datos,Cuentagotas VII : selección de cuento breve contemporáneo / Robson Anderson...[et al.].,por,Portugués,9789974801455,Montevideo,aBrace,2007,No hay datos,Se añadió lengua fuente (portugués). 
"Koo, Kwang Yeul",No hay datos,http://viaf.org/viaf/76103060,Caminar sobre la cuerda tirante.,kor,Koreano,9789974804715,Montevideo,aBrace,2007,No hay datos,Se añadió lengua fuente (coreano).
"Littleton, Sue",No hay datos,http://viaf.org/viaf/56216757,Papel de Barrilete - Kite paper.,eng,Inglés,9789974801844,Montevideo,Botella al Mar,2007,No hay datos,No hay datos
"Littleton, Sue",No hay datos,http://viaf.org/viaf/56216757,Imágenes = Images / ilustraciones de Kathleen Romana.,eng,Inglés,9789974801868,Montevideo,Botella al Mar,2007,No hay datos,No hay datos
No hay datos,No hay datos,No hay datos,Teatro francés contemporáneo VII.,fre,Francés,9789974324503,Montevideo,Trilce,2007,"Masello, Laura",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Ribeiro, Tirzah",No hay datos,http://viaf.org/viaf/70314442,EntreLíneas.,por,Portugués,9974801400,Montevideo,aBrace,2007,No hay datos,No hay datos
"Roth, Joseph",No hay datos,http://viaf.org/viaf/56615783,Confesión de un asesino : novela / prólogo de Felipe Polleri.,ger,Alemán,9789974104587,Montevideo,Ediciones de Banda Oriental,2007,No hay datos,No hay datos
"Rubiao, Murilo",No hay datos,http://viaf.org/viaf/79082424,"La ciudad y otros cuentos / antología, prólogo, traducción y notas de Pablo Rocca.",por,Portugués,9789974104662,Montevideo,Ediciones de Banda Oriental,2007,"Rocca, Pablo",Es antología./ Se añadió dato traductor. Fuente: BN campo Título. 
"Saint-Exupéry, Antoine de",No hay datos,http://viaf.org/viaf/93810507,El Principito.,fre,Francés,9789974795174,Montevideo,Nudos,2007,"Freitas, María de Lourdes",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Vincent, Julie",No hay datos,http://viaf.org/viaf/4527151,El vestido de novia de Giséle Schmidt : cuentos-teatro / traducción Marta Huertas.,fre,Francés,No hay datos,Montevideo,Trilce,2007,"Huertas, Marta",Se rectificó lengua fuente de inglés a francés./ Se añadió dato traductor. Fuente: BN campo Título. 
No hay datos,No hay datos,No hay datos,Historias de mi ciudad = Histórias de minha cidade / Julio César Ricucci Cami\2026 [et al.].,por|ita,Portugués|Italiano,9789974808263,Montevideo,aBrace,2007,No hay datos,Se recuperaron lenguas fuente (italiano y portugués). 
"Greco, Gertrudes",No hay datos,http://viaf.org/viaf/20161329674652130805,Vida... : poesías,por,Portugués,9789974804739,Montevideo,aBrace,2007,No hay datos,No hay datos
"Saint-Exupéry, Antoine de",No hay datos,http://viaf.org/viaf/93810507,El Principito,fre,Francés,9789567802517,Montevideo,JC Sáez Editor,2007,"Ottone, María Soledad",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo./ Fuente del dato Ciudad no oficial
"Baudelaire, Charles",No hay datos,http://viaf.org/viaf/17218730,"Las flores del mal / traducción, selección y comentarios de Edmundo Gómez Mango",fre,Francés,978997415058,Montevideo,Ediciones de Banda Oriental,2008,"Gómez Mango, Edmundo",Se añadió dato traductor. Fuente: BN campo Título. 
Homero,No hay datos,http://viaf.org/viaf/224924963,La Ilíada.,gre,Griego,997477537X,Montevideo,Ediciones Cruz del Sur,2008,No hay datos,No hay datos
"Kroch, Ernesto",No hay datos,http://viaf.org/viaf/3270814,De años oscuros : alumbrando recuerdo,ger,Alemán,9789974105140,Montevideo,Ediciones de Banda Oriental,2008,No hay datos,Se recuperó lengua fuente (alemán). Fuente externa: fondo del autor en European Holocaust Research Infrastructure. 
"Orwell, George",No hay datos,http://viaf.org/viaf/95155403,Rebelión en la granja : Por qué maté a un elefante / prólogo de Heber Raviolo,eng,Inglés,9789974105294,Montevideo,Ediciones de Banda Oriental,2008,No hay datos,No hay datos
"Roth, Joseph",No hay datos,http://viaf.org/viaf/56615783,Fuga sin fin / prólogo de Felipe Polleri,ger,Alemán,9789974105041,Montevideo,Ediciones de Banda Oriental,2008,No hay datos,No hay datos
"Sá-Carneiro, Mario de",No hay datos,http://viaf.org/viaf/66476723,23 poemas de Mario Sá-Carneiro (1890-1916) / transcreador Washington Benavides,por,Portugués,9789974105249,Montevideo,Ediciones de Banda Oriental,2008,"Benavides, Washington",Se añadió dato traductor. Fuente: BN campo Título.
Sófocles,No hay datos,http://viaf.org/viaf/101760867,"Edipo, Rey",gre,Griego,9789974790556,Montevideo,Ediciones Cruz del Sur,2008,No hay datos,No hay datos
"Meyer, Stephenie",No hay datos,http://viaf.org/viaf/102313919,Amanecer / Stephenie Meyer,eng,Inglés,9789974952683,Montevideo,Alfaguara,2008,"Pallarés, José Miguel|Sánchez, María Jesús",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Meyer, Stephenie",No hay datos,http://viaf.org/viaf/102313919,Luna nueva / Stephenie Meyer,eng,Inglés,9789974952690,Montevideo,Alfaguara,2008,No hay datos,No hay datos
"Miranda, Antonio",No hay datos,http://viaf.org/viaf/30702279,Detrás del espejo / Antonio Miranda ; traducción y prólogo de Elga Pérez-Laborde,por,Portugués,9789974809789,Montevideo|Brasilia,aBrace,2008,"Pérez-Laborde, Elga",Es edición binacional./ Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Lopes Neto, Simões",No hay datos,http://viaf.org/viaf/64031614,Cuentos gauchescos / Joao Simoes Lopes Neto ; traducción Román García Arrospide ; revisión de la traducción y prólogo Heber Raviolo,por,Portugués,9789974105546,Montevideo,Ediciones de Banda Oriental,2008,"García Arrospide, Román",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo. Título BNU establece: revisión de la traducción y prólogo Heber Raviolo. 
"Pavese, Cesare",No hay datos,http://viaf.org/viaf/36922880,La playa / Césare Pavese; prólogo de Milton Fornaro,ita,Italiano,9789974105744,Montevideo,Ediciones de Banda Oriental,2008,No hay datos,No hay datos
"Alba, Maria de Lourdes",No hay datos,http://viaf.org/viaf/169966857,Alrededor de las horas / Maria de Lourdes Alba,por,Portugués,9789974808287,Montevideo,aBrace,2008,"Ribeiro, Tirzah",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Assis, Joaquim Maria Machado de",No hay datos,http://viaf.org/viaf/95151633,El alienista : y otros relatos / J. Machado de Assis; traducción y prólogo de Heber Raviolo,por,Portugués,9789974105072,Montevideo,Ediciones de Banda Oriental,2008,"Raviolo, Heber",Es antología./ Se añadió dato traductor. Fuente: BN campo Título.
"Barreto, Alfonso Henriques de Lima",No hay datos,http://viaf.org/viaf/64039068,"La nueva California : y otros cuentos / A. H. de Lima Barreto; antología, traducción y notas Pablo Rocca; prólogo de Carmen Lúcia Negreiros de Figueredo",por,Portugués,9789974105171,Montevideo,Ediciones de Banda Oriental,2008,"Rocca, Pablo",Es antología./ Se añadió dato traductor. Fuente: BN campo Título.
"Bierce, Ambrose",No hay datos,http://viaf.org/viaf/232144783035948358100,Diccionario del diablo / Ambrose Bierce ; prólogo de Elbio Rodríguez Barilari,eng,Inglés,9789974105515,Montevideo,Ediciones de Banda Oriental,2008,"Walsh, Rodolfo",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Pamuk, Orhan",No hay datos,http://viaf.org/viaf/107501225,Me llamo Rojo,tur,Turco,9879780405931,Montevideo,Alfaguara,2008,"Carpintero, Rafael",Se recuperó lengua fuente (turco)./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Shuman, George D.",No hay datos,http://viaf.org/viaf/79208636,18 segundos,eng,Inglés,9789500430081,Montevideo,Emecé,2008,No hay datos,No hay datos
"Clancy, Tom",No hay datos,http://viaf.org/viaf/108842694,Los dientes del tigre,eng,Inglés,9789500430197,Montevideo,Emecé,2008,"Pico Estradas, Agustín",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Eco, Umberto",No hay datos,http://viaf.org/viaf/108299403,Decir casi lo mismo,ita,Italiano,978997426415752,Montevideo,Lumen,2008,"Lozano Miralles, Helena",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Holt, Anne",No hay datos,http://viaf.org/viaf/59128005,Crepúsculo en Oslo,nor,Noruego,9788496791947,Montevideo,Roca,2008,"Gómez Baggethun, Cristina",Se rectificó lengua fuente de alemán a noruego./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Quinn, Daniel",No hay datos,http://viaf.org/viaf/79122177,A.D. : El año que cambió el mundo,eng,Inglés,9789500430067,Montevideo,Emecé,2008,"Fondebrider, Jorge",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"James, Peter",No hay datos,http://viaf.org/viaf/9884130,Muerte prevista,eng,Inglés,9788496791480,Montevideo,Roca,2008,"Guillén, Escarlata",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Moore, Michael",No hay datos,http://viaf.org/viaf/115241226,Mike for president! la verdad y nada más que la verdad sobre la democracia yanqui,eng,Inglés,9789974643666,Montevideo,Temas de hoy,2008,No hay datos,No hay datos
"Meyer, Stephenie",No hay datos,http://viaf.org/viaf/102313919,Crepúsculo : un amor peligroso,eng,Inglés,9789974952669,Montevideo,Alfaguara,2008,No hay datos,No hay datos
"Meyer, Stephenie",No hay datos,http://viaf.org/viaf/102313919,Eclipse,eng,Inglés,9789974952676,Montevideo,Alfaguara,2008,"Pallarés, José Miguel",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Saviano, Roberto",No hay datos,http://viaf.org/viaf/90649613,Gomorra : un viaje al imperio económico y al sueño de poder de la Camorra,ita,Italiano,9789974683013,Montevideo,Debate,2008,"Ramos, Francisco",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Blais, Marie-Claire",No hay datos,http://viaf.org/viaf/79020626,Una temporada en la vida de Emanuel,fre,Francés,9789974324862,Montevideo,Trilce,2008,"Vegh de Falcao, Beatriz",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Hudson, William Henry",No hay datos,http://viaf.org/viaf/7391698,La tierra purpúrea / traducción de Idea Vilariño ; prólogo de Ruben Cotelo,eng,Inglés,9974100623,Montevideo,Ediciones de Banda Oriental,2009,"Vilariño, Idea",Se añadió dato traductor. Fuente: BN campo Título. 
Sófocles,No hay datos,http://viaf.org/viaf/101760867,Edipo rey ; Antígona,gre,Griego,No hay datos,Montevideo,Editorial Técnica,2009,No hay datos,No hay datos
"Ashbery, John",No hay datos,http://viaf.org/viaf/100001869,"Como un proyecto del que nadie habla = Like a project of which no one tells / John Ashbery ; prólogo, selección y traducción de Roberto Echavarren",eng,Inglés,9789974361553,Montevideo,Ministerio de Educación y Cultura,2009,"Echavarren, Roberto",Es antología./ Se añadió dato traductor. Fuente: BN campo Título. 
"Meyer, Stephenie",No hay datos,http://viaf.org/viaf/102313919,Crepúsculo : un amor peligroso / Stephenie Meyer,eng,Inglés,9789974952669,Montevideo,Alfaguara,2009,No hay datos,No hay datos
"Larsson, Stieg",No hay datos,http://viaf.org/viaf/54441441,"Los hombres que no amaban a las mujeres / Stieg Larsson ; traducción de Martin Lexell, Juan José Ortega Román",Sueco,Sueco,9788423340446,Montevideo,Planeta,2010,"Lexell, Martin|Ortega Román, Juan José",Se recuperó lengua fuente (sueco)./ Se añadió dato traductor. Fuente: BN campo Título. 
"Larsson, Stieg",No hay datos,http://viaf.org/viaf/54441441,"La reina en el palacio de las corrientes de aire / Stieg Larsson ; traducción de Martin Lexell, Juan José Ortega Román",Sueco,Sueco,9789974685048,Montevideo,Planeta,2009,"Lexell, Martin|Ortega Román, Juan José",Se recuperó lengua fuente (sueco)./ Se añadió dato traductor. Fuente: BN campo Título. 
"Assis, Joaquim Maria Machado de",No hay datos,http://viaf.org/viaf/95151633,Memorias póstumas de Blas Cubas : versión de Julio Piquet / Machado de Assis ; estudio preliminar de Pablo Rocca,por,Portugués,9789974106161,Montevideo,Ediciones de Banda Oriental|Universidad de la República. Facultad de Humanidades y Ciencias de la Educación,2009,"Piquet, Julio ",Se añadió dato traductor. Fuente: BN campo Título (aparece como Versión de). 
"Melville, Herman",No hay datos,http://viaf.org/viaf/27068555,Bartleby y otros relatos,eng,Inglés,9789974105980,Montevideo,Ediciones de Banda Oriental,2009,No hay datos,No hay datos
"Voltaire, Francois Marie Arouet","Arouet, François-Marie",http://viaf.org/viaf/36925746,Cándido / introducción y notas María del Huerto Domínguez,fre,Francés,9789974819245,Montevideo,Ediciones Cruz del Sur,2009,No hay datos,No hay datos
"Woolf, Virginia",No hay datos,http://viaf.org/viaf/39385478,Flush : una biografía / prólogo de Rosario Peyrou,eng,Inglés,9789974106178,Montevideo,Ediciones de Banda Oriental,2009,No hay datos,No hay datos
Cicerón,No hay datos,http://viaf.org/viaf/78769600,Selección de obras / Cicerón ; prólogo de H. Bornecque,lat,Latín,No hay datos,Montevideo,Claudio García,2009,No hay datos,Es manual de estudio y antología. 
"Cather, Willa Sibert",No hay datos,http://viaf.org/viaf/2480701,La muerte llama al Arzobispo : novela / prólogo de Heber Raviolo,eng,Inglés,9789974106260,Montevideo,Ediciones de Banda Oriental,2009,No hay datos,No hay datos
"Chekhov, Anton Pavlovich","Chejov, Anton Pavlovich",http://viaf.org/viaf/95216565,El jardín de los cerezos / prólogo y notas Adriana Miranda Sierra,rus,Ruso,9789974762602,Montevideo,Ediciones del Pizarrón,2009,No hay datos,No hay datos
"Peixoto, José Luis",No hay datos,http://viaf.org/viaf/87307201,Historias de nuestra casa / José Luís Peixoto ; traducción Magali de Lourdes Pedro,por,Portugués,9789974687110,Montevideo,Hum,2009,"De Lourdes Pedro, Magali",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Irving, Washington",No hay datos,http://viaf.org/viaf/295999941,Rip Van Winkle y otras leyendas de la antigua Nueva York / Washington Irving,eng,Inglés,9789974106024,Montevideo,Ediciones de Banda Oriental,2009,No hay datos,No hay datos
"Saul, John",No hay datos,http://viaf.org/viaf/100257906,Cacería en Manhattan / John Saul / traducción de Alcira Calascibetta.,eng,Inglés,9789500430180,Buenos Aires,Emecé,2009,"Calascibetta, Alcira",Edición binacional./ Se añadió dato traductor. Fuente: BN campo Título. 
